question,answer,link
Can I withdraw my savings earlier if I am sick?,"['Yes, you can withdraw your CPF savings earlier if you are certified by an accredited doctor to meet any of the following medical conditions:']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-i-withdraw-my-savings-earlier-if-i-am-sick
Who is considered an accredited doctor?,"['An accredited doctor is a doctor from public hospital, polyclinic, or a specialist.', 'If the doctor who has certified your medical condition is not an accredited doctor, we will require an independent assessment from our panel of doctors.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/who-is-considered-an-accredited-doctor
Can someone make a withdrawal on a member's behalf when the member loses mental capacity permanently? ,"['Yes, the donee appointed by the member under the Lasting Power of Attorney (LPA) to make decisions on the member’s CPF matters, can apply to withdraw the member’s CPF savings.', ""To learn more about the LPA, please visit the Office of the Public Guardian's website."", 'You can also find out more about What if my next-of-kin did not make a Lasting Power of Attorney?']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-someone-make-a-withdrawal-on-a-member-behalf
How much can I withdraw under the Reduced Life Expectancy scheme?,"['Under the Reduced Life Expectancy scheme, you can withdraw a lump sum of up to $5,000* or more, depending on the extent of your reduced life expectancy as certified by an accredited doctor.', 'You may also need to keep a reduced retirement sum in your Retirement Account from which you will receive regular monthly payouts.', '*The amount you can withdraw depends on  your available CPF balances, excluding top-ups made under the Retirement Sum Topping-up Scheme, government grants and your MediSave Account savings.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-much-can-i-withdraw-under-the-reduced-life-expectancy
"If I have withdrawn under the Reduced Life Expectancy scheme, can I continue to use my Ordinary Account savings to service my housing loan?","['Yes, you can continue to use your Ordinary Account savings to service your housing loan, subject to existing housing rules, even if you have withdrawn under the Reduced Life Expectancy scheme.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/if-i-had-withdrawn-rle--can-i-continue-to-use-my-oa
"If I have withdrawn under the Reduced Life Expectancy scheme, can I still apply to withdraw a lump sum at age 55 and payout eligibility age for my immediate retirement needs?","['No, you will no longer be able to withdraw a lump sum at age 55 and payout eligibility age for your immediate retirement needs as the withdrawal savings are already paid out to you earlier under the Reduced Life Expectancy scheme.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/if-i-had-withdrawn-under-rle-can-i-still-apply-to-withdraw-a-lump-sum-at-age-55
What happens to my CPF LIFE plan if I am approved to withdraw under the Reduced Life Expectancy scheme?,"['If you are approved to withdraw your retirement savings under the Reduced Life Expectancy scheme, you can decide whether to:', '(i) terminate your CPF LIFE plan and receive a refund of the premium balance (if applicable); or', '(ii) keep your CPF LIFE plan and receive monthly payouts for as long as you live.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/what-happens-to-my-cpf-life-plan-if-i-am-approved-to-withdraw-under-rle
How do I apply for withdrawal under the Reduced Life Expectancy scheme?,"['To apply for withdrawal under the Reduced Life Expectancy scheme, you will need to:', '1. Mail the original* medical certification form completed by an accredited doctor to:', 'CPF Board\nRetirement Withdrawals Department (RWD)\nRobinson Road P.O. Box 3060\nSingapore 905060', '2. Then submit the online application.', '* If you are mailing your documents from overseas, all documents (except for original documents) must be witnessed/certified true by an official of a Singapore Overseas Mission with his official seal/stamp duly affixed.', 'Alternatively, if you are residing in a country which is part of the Apostille Convention:']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-do-i-apply-for-withdrawal-under-the-rle
I am the appointed donee/deputy for my next-of-kin. How can I apply to withdraw his CPF savings under the Reduced Life Expectancy scheme?,"['As an appointed donee or deputy for your next-of-kin, you may apply to withdraw his CPF savings under the Reduced Life Expectancy scheme by making an appointment to visit any of our CPF Service Centres and bringing along the following original documents:', '1. Medical report from an accredited doctor stating that the member lacks mental capacity permanently;\n2. Lasting Power of Attorney or Court Order;\n3. Trust bank account statement or passbook; and\n4. Your NRIC.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/appointed-donee-deputy-apply-to-withdraw-under-rle
What if my next-of-kin did not make a Lasting Power of Attorney?,"[""You can apply to the court to be appointed as the member's Deputy under the Mental Capacity Act if your next-of-kin did not make a Lasting Power of Attorney (LPA) and has lost his mental capacity to make decisions. As a guide, you may  wish to include the suggested clauses in the court order if you want to be empowered to manage all of the member's CPF matters."", ""The Family Justice Courts has also introduced a simplified application process for specific categories of applications. This process generally restricts the use of monies to $60,000 and below. For more information, please visit the Family Justice Courts' website."", ""To give the family time to apply for the court order, the member's caregiver may approach CPF Board to withdraw up to $10,000 of the member's CPF savings for the costs of the member's maintenance.""]",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/what-if-my-next-of-kin-did-not-make-a-lasting-power-of-attorney-
How long does it take to process the application for withdrawal under the Reduced Life Expectancy scheme?,['Please refer to the table for our service standards for processing withdrawal under Reduced Life Expectancy:'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-long-does-it-take-to-process-applications-for-withdrawal-under-rle
"If I am eligible to receive monthly payouts under the Reduced Life Expectancy scheme, when will the monthly payouts be paid to me?","['You will receive the monthly payouts in your bank account generally on the 2nd or 3rd day of each month, if your bank supports Fast And Secure Transfer (FAST).', 'Otherwise, you will receive your payouts later, via Inter-bank GIRO (IBG).']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/if-i-am-eligible-to-receive-monthly-payouts-under-therle-when-will-the-monthly-payouts-be-paid-to-me
Why am I not allowed to use my bank account with a non-local bank to receive my CPF monies from my withdrawal on reduced life expectancy?,"['We can better protect you from scams by only accepting bank accounts from banks that offer automated verification. This ensures payments are made only to your bank account.', 'Currently, only POSB, DBS, OCBC and UOB have such an arrangement with us. We would be happy to work with other banks to set up similar arrangements with us.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/use-non-local-bank-for-rle-withdrawal
How do I update my bank account details with CPF Board?,"['You can update your bank account details with CPF Board to receive payments such as withdrawal of CPF savings and monthly payouts via my cpf digital services – Account settings with your Singpass, or by following the steps below:', 'You will need to verify your identity using Singpass Face Verification to update your bank account details. As a further verification, your new bank account will only be activated after your bank confirms that the account belongs to you. This will generally take up to two working days.']",https://www.cpf.gov.sg/member/faq/account-services/your-cpf-account-and-personal-particulars/how-do-i-update-my-bank-account-details-with-cpf-board
What is the CPF planner - retirement income? ,"['The CPF planner - retirement income is a tool that helps members set their retirement income goals, visualise their projected retirement savings and payouts, and receive personalised suggestions on the steps to achieve their goals. With the planner, retirement planning is easy with just 3 steps, and takes only minutes to complete. ']",https://www.cpf.gov.sg/member/faq/retirement-income/general-information-on-cpf-planner-retirement-income/what-is-the-cpf-planner-retirement-income
Who can use the CPF planner - retirement income? ,"['The CPF planner - retirement income is currently available for members between age 16 and 53. We hope to expand this service to more age groups in the future.', 'Older members who are reaching important CPF milestones can view their personalised retirement planning information through the links below:', 'If you are reaching 55\nIf you are reaching or have reached 65']",https://www.cpf.gov.sg/member/faq/retirement-income/general-information-on-cpf-planner-retirement-income/who-can-use-the-cpf-planner-retirement-income
Why do I need to log in with my Singpass to access the CPF planner - retirement income?,"['To use the CPF planner - retirement income, you need to log in using Singpass because:']",https://www.cpf.gov.sg/member/faq/retirement-income/general-information-on-cpf-planner-retirement-income/need-singpass-to-access-cpf-planner-retirement-income
What is the Silver Support Scheme?,"['The Silver Support (SS) Scheme is part of a wider suite of schemes (e.g. healthcare subsidies, GST voucher) that the Government has put in place to give seniors greater assurance in retirement.', 'It provides a quarterly cash supplement to seniors who had low incomes during their working years and now have less in retirement. The Government reviews the Scheme periodically to ensure that it continues to target deserving seniors.', 'Seniors who qualify for SS will automatically receive their cash supplement. There is no need to apply.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/what-is-the-silver-support-scheme
Do I need to apply for the Silver Support Scheme?,"['There is no need to apply for the Silver Support (SS) Scheme.', 'CPF Board will automatically review your eligibility for the SS Scheme every year. Eligible seniors will automatically receive SS every quarter.', 'Seniors who qualify will receive a notification from CPF Board in December of the preceding year.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/do-i-need-to-apply-for-the-silver-support-scheme
Do I qualify for the Silver Support Scheme?,"['The Silver Support (SS) Scheme is meant to support seniors who had low incomes during their working years and now have less in retirement. To identify this target group, three criteria are used in tandem – lifetime wages, housing type, and the level of household support.', 'Singapore citizens aged 65 and above will be eligible for the SS Scheme if they meet all of the following criteria:', '1.     Low lifetime wages - Total CPF contributions* by age 55 is not more than $140,000. Self-employed persons should also have an average annual net trade income# of not more than $27,600 when they were between the ages of 45 and 54; and', '2.     Housing type - Live in a 1- to 5-room HDB flat; and do not own, or have a spouse who owns, a 5-room or larger HDB flat, private property or multiple properties; and', '3.     Low household support - Live in a household with a monthly income per person of not more than $1,800.', 'Silver Support will be enhanced in 2025. For the updated eligibility criteria from 2025, please refer to our FAQs here.', 'CPF Board will automatically review your eligibility for SS every year. Seniors who qualify for the Silver Support (SS) Scheme will receive a notification in December of the preceding year.', 'Eligible seniors turning age 65 will be notified of their eligibility in December of the year before they turn 65. They will start receiving SS in the quarter they turn 65.', 'In addition to the notification, all Singaporeans aged 65 and above can check their SS eligibility by logging in to the SS e-Services using their Singpass. ', '*Total CPF contributions refers to the total sum in an individual’s Ordinary Account and Special Account, including the amounts withdrawn for housing, education and investment.', '#Net trade income refers to the gross trade income minus all allowable business expenses, capital allowances and trade losses as determined by IRAS.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/do-i-qualify-for-the-silver-support-scheme
How much Silver Support will I receive? ,"['Eligible seniors will receive Silver Support (SS) every quarter, depending on their household monthly income per person, and the type of HDB flat that they live in. Those living in smaller flats will receive higher SS.', '*Live in and do not own a 5-room HDB flat.', '^All Singaporeans aged 65 and above who are ComCare Long Term Assistance (LTA) recipients will receive SS of $360 per quarter, regardless of their flat type.', 'Silver Support will be enhanced in 2025. For the updated Silver Support payment from 2025, please refer to our FAQs here. ', 'Eligible seniors will receive Silver Support (SS) according to the following schedule.', 'Those who turn 65 in the year will start receiving SS in the quarter they turn 65.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-much-silver-support-will-i-get
What are the upcoming enhancements to the Silver Support Scheme?,"['Silver Support will be enhanced in 2025. From 1 January 2025:', '(i)                  Payments will be raised by 20%. Quarterly payments will increase by 20% for those who meet the current eligibility criteria.', '(ii)                Criterion for household monthly income per person will be raised. Singaporeans aged 65 and above who live in a household with a monthly income per person of not more than $2,300 and meet all other eligibility criteria will be eligible for the SSS (the current criterion is $1,800). Payments will continued to be tiered.', 'The enhanced quarterly payments from 1 January 2025 are in the table below.', ' ', 'Note:', '1.       All Singaporeans aged 65 and above who are ComCare Long Term Assistance (LTA) recipients will receive SS of $430 per quarter, regardless of their flat type.', '2.       Self-employed persons should also have an average annual net trade income of not more than $27,600 when they were aged 45 to 54.', '3.       Senior should not own, and not have a spouse who owns, a 5-room or larger HDB flat or private property or multiple properties.', '4.       Senior may live in, but do not own, a 5-room HDB flat. ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/what-are-the-upcoming-enhancements-to-the-silver-support-scheme-
How do I check if I will be eligible for the enhanced Silver Support Scheme in 2025 onwards?,"['If you are eligible, we will send you a letter in December 2024 to inform you on your 2025 eligibility. Alternatively, you can log in to our SSS e-services end of December 2024 to check on your eligibility.  ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-do-i-check-if-i-will-be-eligible-for-the-enhanced-silver-sup
Can Permanent Residents qualify for the Silver Support Scheme? ,['Only Singapore Citizens are eligible for the Silver Support Scheme. '],https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/can-permanent-residents-qualify-for-the-silver-support-scheme
I am a Pioneer Generation / Merdeka Generation member. Will I automatically qualify for the Silver Support Scheme?,"['Pioneer and Merdeka Generation members do not automatically qualify for the Silver Support (SS) Scheme. ', 'The SS Scheme is meant for seniors who had low incomes during their working years and now have less in retirement. ', ""The Pioneer Generation (PG) and Merdeka Generation (MG) Packages are one-off schemes to honour PG and MG seniors for their contributions in the early years of Singapore's nation-building.  "", 'PG and MG members will be means-tested for SS like all other seniors aged 65 and above, and those who meet the eligibility criteria will receive SS.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/i-am-a-pioneer-generation-member-will-i-automatically-qualify
I am a ComCare Long Term Assistance (previously known as Public Assistance) recipient who is receiving Silver Support. Can I qualify for higher Silver Support? ,"['Seniors aged 65 and above on the ComCare Long Term Assistance (LTA) Scheme will automatically qualify for the Silver Support (SS) Scheme and receive a flat amount of $360 per quarter^, regardless of their HDB flat type.', ""The SS supplements the assistance that ComCare LTA beneficiaries receive, which includes monthly cash assistance to cover the recipient's daily living expenses, assistance with their medical bills at public healthcare institutions, and free or highly subsidised social services such as home help or Active Ageing Centres funded by the government."", '^Silver Support will be enhanced in 2025. For the updated Silver Support payments in 2025, please refer to our FAQs here. ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/i-am-a-public-assistance-recipient-who-is-receiving-silver-support
How can I receive SMS notifications on my Silver Support Payments?,"['We will send SMS notifications on Silver Support (SS) payments to the mobile number that you have registered with CPF Board.', 'To receive SMS notifications on your SS payments, you may update your mobile number via my cpf digital services – Account settings with your Singpass.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-can-i-receive-sms-notifications-on-my-silver-support-payment
Why are my total CPF contributions used as a reflection of my lifetime wages in the assessment of eligibility of the Silver Support Scheme?,"['CPF contributions are proportionate to a person’s wage. They thus serve as an indicator of one’s ability to save.', 'We will look at the senior’s total CPF contributions by the age of 55 to assess his/her eligibility for the Silver Support Scheme.  This refers to the sum of contributions to the Ordinary Account (OA) and Special Account (SA), as well as any CPF savings that had been withdrawn for housing, investment and education.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/why-are-my-total-cpf-contributions-used
Why is the age cut-off for total CPF contributions set at 55 for the assessment of eligibility for the Silver Support Scheme?,"['For the assessment of eligibility for the Silver Support Scheme, we do not look at CPF contributions after the age of 55, so as to encourage older Singaporeans to continue working and saving for retirement.', 'We have also set the cut-off age at 55 to provide a meaningful comparison across cohorts, which experience different sets of CPF withdrawal rules and wage adjustments after age 55.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/why-is-the-age-cut-off-for-total-cpf-set-at-55
"Why is the threshold for total CPF contributions set at $140,000 to be eligible for the Silver Support Scheme?","['An eligibility criterion of $140,000 set for the Silver Support Scheme would include seniors who were earning lower wages through their working lives, and those who did not work due to reasons such as care-giving responsibilities and medical conditions. ', 'The Total CPF Contributions threshold was increased from $70,000 to $140,000 in 2021 to strengthen support for seniors with lesser means. The Government will review the criteria from time to time, to ensure that the Silver Support Scheme is able to reach those who need it most.  ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/why-is-the-threshold-for-tcc-set-at-140000
How can I check how much total CPF contributions I have at age 55 for assessing my eligibility for the Silver Support Scheme? ,"['Only Singaporean seniors aged 65 and above can be assessed for eligibility for the Silver Support (SS) Scheme.', 'You may request to find out your total CPF contributions (TCC) used for the SS Scheme by contacting us at cpf.gov.sg/contact-us. ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-can-i-check-how-much-tcc-i-have
I am a self-employed person. How will the Government assess my eligibility for the Silver Support Scheme?,"['As it is not mandatory for self-employed persons to contribute to their Ordinary and Special Accounts, self-employed persons would naturally have made less CPF contributions than employees.', 'For seniors who were self-employed in their working years, we will consider their average annual net trade income, as determined by their annual income tax assessments, in addition to the total CPF contributions they made by the age of 55.', 'To qualify for the Silver Support Scheme, their average annual net trade income should be not more than $27,600 between the ages of 45 and 54. The average annual net trade income threshold was increased from $22,800 to $27,600 in 2021 to strengthen support for seniors with lesser means. The Government will review the threshold from time to time, to ensure that the Silver Support Scheme is able to reach those who need it most.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/i-am-a-self-employed-person
What is net trade income?,"['Net trade income is your gross trade income minus all allowable business expenses, capital allowances and trade losses as determined by the Inland Revenue Authority of Singapore (IRAS).']",https://www.cpf.gov.sg/member/faq/growing-your-savings/self-employed-scheme/what-is-net-trade-income
Why is household monthly income per person used as an indication of my household support for the Silver Support Scheme?,"['The Silver Support (SS) Scheme is meant for seniors who had low incomes during their working years and now have less in retirement.', 'To automatically identify seniors who are eligible for SS, the Government has to rely on available data as broad indicators of an individual’s ability to save for retirement, access to resources and family support.', 'We have relied on the household monthly income per person as a broad indicator of the level of family support available. ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/why-is-household-monthly-income-per-person-used
"Why is the threshold for household monthly income per person set at $1,800 to be eligible for the Silver Support Scheme?","['The Silver Support (SS) Scheme is meant for seniors who had low incomes during their working years and now have less in retirement.', 'The threshold of $1,800^ enables seniors who have little or no family support to benefit from SS. ', '^Silver Support will be enhanced in 2025. For the updated Silver Support eligibility criteria and payments from 2025, please refer to our FAQs here. ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/why-is-the-threshold-for-household-monthly-income-per-person
Who should be considered as a member of my household for the computation of my household income used for assessing my eligibility for the Silver Support Scheme?,"['Only family members related by blood, marriage and/or legal adoption (e.g. spouse, parents, children, grandparents, grandchildren, siblings, uncles, aunts, cousins and in-laws) and who live at the same residence are considered members of your household for the computation of your household income used for assessing your eligibility for the Silver Support (SS) Scheme.', 'Domestic helpers, unrelated tenants, godparents and friends living at the same address are not considered members of your household. Family members not living at your address are not considered members of your household.', 'If there are recent household changes that you want us to take into account to reassess your SS eligibility, please write in to CPF Board and we will work with the Household Means Eligibility System (HOMES) to have your household means tested.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/who-should-be-considered-as-a-member-of-my-household
How will the household monthly income per person be determined for assessing one’s eligibility for the Silver Support Scheme?,"['In general, annual income from work from all household members will be used.', 'If there are recent changes to your circumstances that you want us to take into consideration to reassess your Silver Support Scheme eligibility, please write in to CPF Board and we will work with the Household Means Eligibility System (HOMES) to have your household means tested. The following supporting documents will be required from you.', 'Salaried Employees:', 'For those who are salaried employees, their income will be based on either:', 'a. the average monthly income over the last available 12-month period, including bonuses, as derived by the CPF Board; or ', 'b. the average monthly income from work (sum of net employment income and annual trade income before losses brought forward) assessed by the Inland Revenue Authority of Singapore (IRAS) for the latest available assessment year.', 'Self-Employed:', 'For those who are self-employed, their income will be based on either:', 'a. the average monthly income from work (sum of net employment income and annual trade income before losses brought forward) assessed by Inland Revenue Authority of Singapore (IRAS) for the latest available assessment year; or ', 'b. the income declared to the CPF Board within the last 2 years.  ']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-will-the-household-monthly-income-per-person-be-determined
What is HOMES?,"['The Household Means Eligibility System (HOMES) is a Government system supporting public schemes, including the Silver Support Scheme, in their conduct of means-tests as part of their assessment in determining the level of assistance for them.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/who-is-homes
I received a call/email/letter claiming they are from the Household Means Eligibility System (HOMES). Are they legitimate?,"['HOMES is a Government system supporting the Silver Support (SS) Scheme in conducting household means-tests, which are used to assess a senior’s eligibility for the SS Scheme. If you or your family member had asked for a reassessment of SS eligibility, and there is a need for further clarification regarding your household information, the HOMES team may contact you via phone, email or letter to find out more on your household circumstances.', 'If you are unsure of the authenticity of the mobile number that you have received, please call their hotline 6818 1422 for confirmation.', 'If you have any query on HOMES, you may visit the HOMES website to provide your contact details and a brief description of your query.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/i-received-a-call-email-letter-claiming-they-are-from-the-homes
How do you determine my housing type when assessing my eligibility for the Silver Support Scheme?,['Your housing type is based on your address as registered in your NRIC.'],https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-do-you-determine-my-housing-type
"Why is a senior not eligible for the Silver Support Scheme if he and/or his spouse together own a 5-room or larger HDB flat, private property or multiple properties?","['The type of home owned is an indicator of the senior’s resources. Those who own a 5-room or larger HDB flat, private property or multiple properties are more likely to have more resources and access to additional retirement income. They would be less likely to require assistance through the Silver Support (SS) Scheme. ', 'There are other schemes to help seniors cope with daily expenses, finance their healthcare needs and increase their retirement savings. Even if you do not qualify for the SS, you can still benefit from many of these schemes.', 'Those who need additional support can turn to other forms of assistance such as ComCare and MediFund. They may wish to approach a nearby Social Service Office for assistance.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/why-is-a-senior-not-eligible-for-the-silver-support-scheme
Will the Silver Support Scheme cover seniors living in residential facilities (e.g. Nursing Homes/ Welfare Homes/ Home for the Aged and Adult Disability Home)?,"['Seniors aged 65 and above, including those living in residential facilities that provide long-term care, will be assessed for the Silver Support (SS) Scheme. Seniors whose NRIC address reflects one of these facilities will receive SS if they meet all the other eligibility criteria. Seniors whose NRIC address does not reflect one of these facilities will receive SS based on the housing type of their NRIC address, if they meet all the other eligibility criteria.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/will-the-ss-scheme-cover-seniors-living-in-residential
How will I receive my Silver Support?,"['You will receive your Silver Support (SS) via your PayNow-NRIC linked bank account. To check your PayNow-NRIC-linked bank account details, please approach your bank.', 'If you do not have a PayNow-NRIC-linked bank account with a PayNow-GIRO-participating local or foreign bank in Singapore but have provided your DBS/POSB, OCBC or UOB bank account number to the Government previously, you will receive your SS via bank transfer. You can check and update your bank account details registered with us by logging in to our e-services with your Singpass.', 'Otherwise, your SS will be credited to you via GovCash. GovCash is a payment mode that allows Singaporeans to receive their benefits from Government agencies more quickly and conveniently. Starting from December 2022, we will not be issuing cheques for SS. You are encouraged to link your NRIC to PayNow with a PayNow-GIRO-participating local or foreign bank in Singapore to receive your benefits earlier.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-will-i-receive-my-silver-support
How can I change my bank details for Silver Support? / I have already registered for PayNow-NRIC to receive my Government cash benefits. Do I still need to provide my bank account details?,"['You are encouraged to register for PayNow-NRIC with a PayNow-GIRO-participating local or foreign bank in Singapore to receive your Silver Support (SS) earlier. Payment will be made by default to your PayNow-NRIC-linked bank account.', 'If you do not have a PayNow-NRIC-linked bank account, you can update your bank account details by logging in to our SSS e-services with your Singpass. The instruction will only take effect from the next quarter of SS, if you continue to be eligible. The Government will be validating the bank account details that you have registered. If you have closed your bank account, ceased being a joint account holder, or have provided the wrong bank account details, we will inform you to update your bank account details. You will receive a notification sent to your Singpass app. If you do not have the app, a letter will be sent to your NRIC address. This notification will not be sent via SMS, WhatsApp or any other platforms.', 'If you have not linked your NRIC to PayNow or have not provided a valid bank account to the Government, you will receive future Government cash benefits via GovCash. GovCash is a payment mode where you can withdraw your Government benefits in cash from OCBC ATMs.', 'Citizens who are on GovCash will receive their cash benefits 2-3 weeks later than those who have linked their NRIC to PayNow or have provided a valid bank account.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-can-i-change-my-bank-details-for-silver-support
What is PayNow and how do I link my NRIC to PayNow?,"['PayNow is a secure funds transfer service that allows customers to receive money into their bank account via NRIC/FIN and/or mobile number.', 'With PayNow, the recipient’s bank information will be kept private. The recipient will need to provide their mobile number or NRIC/FIN to the sender to send money. Other PayNow users will not have access to your personal details unless it is provided by you. ', 'To receive government benefits via PayNow, you will need to link your NRIC to PayNow. PayNow-Mobile number is not accepted. You can register for PayNow-NRIC if you have a bank account with the following participating banks in Singapore:', ""You may refer to your respective bank's website for specific details on how to link your NRIC to PayNow. If you do not have internet or mobile banking, you can contact your bank directly to register for PayNow-NRIC."", 'If you do not have a PayNow NRIC-linked account, and wish to receive your payment via bank crediting, you may provide your bank account details to us by logging in to our e-services with your Singpass.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/what-is-paynow-and-how-do-i-link-my-nric-to-paynow
My mobile number is already registered to my bank account on PayNow. Can the Government credit my Silver Support payments to me via PayNow-Mobile instead of via PayNow-NRIC?,"['We can only credit your Silver Support payments to you via your PayNow-NRIC-linked bank account. NRIC is an unchanged proxy issued by the Government, compared to mobile numbers which may be easily changed. To ensure that the money is credited to the correct recipient’s bank account, only NRIC will be accepted as the proxy for Government benefits via PayNow.', 'Eligible seniors who have linked their NRIC to PayNow, with a PayNow-GIRO-participating bank will receive the benefits in this bank account.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/my-mobile-number-registered-to-my-bank-account-on-paynow
What is GovCash?,"[""GovCash is a payment mode that allows Singapore citizens to withdraw their Government benefits in cash from over 500 OCBC ATMs located across Singapore. Singaporeans who prefer to seek assistance with their GovCash withdrawals can visit the ATMs located within OCBC's branches during operating hours, where OCBC Digital Ambassadors will be present to guide them. In addition, GovCash also allows recipients to use the scan-and-pay function and PayNow transfer option through the LifeSG mobile app.""]",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/what-is-govcash
Is GovCash safe?,"['GovCash is as secure as receiving payments via cheque. It adopts the Singpass Face Verification technology to authenticate users, including a liveness-detection capability that blocks the use of photographs, videos or masks during the verification process. Users are also required to key in their unique 8-digit Payment Reference Number (PRN) during the withdrawal of the Government benefits at the OCBC ATMs.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/is-govcash-safe-
How do I receive my cash benefit via GovCash?,"['There are three options which you can choose to receive your cash benefit via GovCash:', 'Option 1: Use LifeSG to transfer to PayNow-NRIC linked bank account ', 'If you have an existing bank account, you can link your account to PayNow-NRIC with your bank. Thereafter, login to LifeSG mobile app (LifeSG) using your Singpass to transfer your GovCash to your PayNow-NRIC linked bank account.', 'The LifeSG app can be downloaded from the Apple App store or Google Play Store.', ' ', 'Option 2: Use LifeSG for Scan & Pay', 'You can use LifeSG to scan participating merchant’s QR code for purchases or scan your friend/family’s QR code to transfer your GovCash to them. You can only make purchases at merchants that accept PayNow/NETS QR code using the LifeSG app. You can look out for the PayNow/NETS logo on the SG QR label that is displayed by the merchants.', ' ', 'Option 3: Withdraw from OCBC ATMs', 'You can withdraw your cash benefit at OCBC ATMs islandwide. You just need to enter:', 'a) Your unique 8-digit Payment Reference Number (PRN)', 'b) Your NRIC number; and', 'c) pass the facial verification', ' ', 'You do not need to have an OCBC bank account to use this service.', ' ', 'You will receive the PRN via a letter and your Singpass app (if any) or SMS after your cash benefits has been paid. You can also log into the e-services with your Singpass to view your PRN by selecting “GovCash PRN” that is found at the menu on the left. This will only be available after the payment has been made.', 'You may refer to the step-by-step guide for detailed instructions on ways you can utilise your GovCash benefits.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/how-do-i-receive-my-cash-benefit-via-govcash-
"I lost my letter containing the Payment Reference Number (PRN), can someone else withdraw my GovCash?","['It is not possible to withdraw the money with just the Payment Reference Number as GovCash uses the Singpass Face Verification technology to authenticate users during the withdrawal of the Government benefits from OCBC ATMs. The Face Verification technology incorporates a liveness-detection capability that blocks the use of photographs, videos or masks during the verification process.', 'This security feature prevents any fraudulent withdrawal of the Government benefits by third party using photographs or videos belonging to the beneficiary and ensuring only the eligible Singaporean can perform the withdrawal of his or her Government benefits.']",https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/i-lost-my-letter-containing-the-payment-reference-number--prn---
Can you re-send my Payment Reference Number to me so that I can perform my GovCash withdrawal?,['You can log into the e-services with your Singpass to view your Payment Reference Number (PRN) by selecting “GovCash PRN” that is found at the menu on the left. This will only be available after the payment has been made through GovCash.'],https://www.cpf.gov.sg/member/faq/retirement-income/silver-support-scheme/can-you-re-send-my-payment-reference-number-to-me-so-that-i-can-
